Li'l Sis and the Booga-She,Fiction_Children & Young Adult_Picture Books,Home alone with a stomachache while the family works in the fields_ a young girl faces up to the horrifying Booga-She that her brother warned her about.,,,,,
Miami Sees It Through,Fiction_Children & Young Adult_School,Miami Jackson and his strict new fourth grade teacher_ Miss Spraggins_ get off to such a bad start that Miami is determined to transfer out of her class_ even if it means leaving his friends behind.,,,,,
The Ancient One,Fiction_Children & Young Adult_Fantasy_Good And Evil_Time Travel,Blade_ Oregon is the location of the magical Lost Crater_ said to have been created by the ancient Halami people- and the site of a grove of redwood trees slated for destruction. With the help of a magical walking stick_ Kate Gordon_ there on vacation_ is thrust back in time to join in the battle for this ancient land.,,,,,
The Lost Years of Merlin,"Fiction_Children & Young Adult_Fantasy_Witches & Wizards_Fantasy Worlds_Saga, Myth, and Legend_Arthurian Legend_Merlin",Washed up on the shores of ancient Wales_ the boy had no home_ no memory_ and no name. . . He was determined to find all three. Under the wing of the mysterious Branwen_ the nameless boy learns the lore of such ancient peopless as the Celts and the Druids.  But to discover his identity - and the secret of his own powers - he must escape to the endangered_ magical isle of Fincayra.  With this land's inhabitants to guide him_ the boy will learn that Fincayra's fate and his own quest are strangely entwined.,,,,,
The Merlin Effect,Fiction_Children & Young Adult_Fantasy_Good And Evil,Kate Gordon has travelled all the way to San Lazaro in Baja California to help her father locate the sunken remains of the Resurrecion - a galleon wrecked in 1547 and believed to cradle in its belly a fortune in gold and silver.  But as Kate is about to discover_ there lays entombed in the dark and treacherous waters of San Lazaro a treasure far more valuable than anything Kate could ever have imagined: a magical drinking horn from Arthurian times which - as legend would have it - led to the demise of the great wizard Merlin. Drawn by the power of the horn into an undersea world inhabited by strange and terrifying creatures_ Kate must battle ancient forces to save her father's life...and her own.,,,,,
Cluny Brown,Fiction_General Fiction,Life is never simple when Cluny is around.  Tall_ lanky Cluny Brown doesnt seem to know her place.  One day she has tea at the Ritz_ just to see how other people live, on another_ she stays in bed eating oranges to relax her nerves.  Clunys aunt and uncle finally decide she must go into service.  So Cluny becomes a maid at Friars Carmel_ the estate of Sir Henry Carmel.But Cluny is still Cluny_ and her personality has a very strong impact on the entire household at Friars Carmel_ with enchanting and unexpected results.,,,,
Miss Bianca,Fiction_Children & Young Adult_Fantasy_Talking Animals,Once again dainty Miss Bianca leaves the safety and luxury of her Porcelain Pagoda_ this time her tender heart touched by the plight of a captive child.,,,,,
The Turret,Fiction_Children & Young Adult_Fantasy_Talking Animals,The fabulous Miss Bianca has resigned_ perhaps prematurely_ as Madame Chairwoman of the Mouse Prisoners' Aid Society.  In her honor an enchanting water picnic is held at the lily moat beneath a ruined turrey in the park outside the city.  While the band plays Handel's Water Music_ the ever observant Miss Bianca discovers that someone is being held prisoner in the old turret.It turns out to be the wicked Mandrake.  No one_ not even her dear friend Bernard (who in the course of events may be forced into a most unfortunate marriage)_ is the slightest bit inclined toward rescuing that scoundrel - in spite of Miss Bianca's conviction that he has reformed.Adventures fraught with danger follow as Miss Bianca_ alone_ pays a midnight visit to the turret to ponder Mandrake's penitence and make plans.  Her plans come to include one boy scout_ a precocious mouse named Shaun_ and the magnificent stallion Sir Hector.,,,,,
A Round Dozen,Fiction_Children & Young Adult,"Contents:
A Hole in the Wall
Baa! Baa!
The Silver Party
The Brownie and the Princess
Tabbys Tablecloth
Lunch
How They Camped Out
The Hare and the Tortoise
Jerseys_ or The Girls Ghost
The Cooking Class
Music and Macaroni
The Banner of Beaumanoir",,,,,
Eight Cousins,Fiction_Children & Young Adult,When Rose's beloved father died_ she felt lost and miserably unhappy.  She was a quiet_ overly protected child and now suddenly she was surrounded by her aunts_ all pulling her in different directions_ while - worst of all - there were seven active male cousins to cope with (when_ as she told her only friend Phoebe_ she hated boys).  Life seemed unbearable until early one morning she met her Uncle Alec_ who was to be her guardian.  A big_ ruddy man with bright - and perceptive - blue eyes_ he threw away her medicines_ took off her stays_ and sent her outdoors to learn how to have fun again.  Best of all_ she found to her surprise that her seven cousins provided her with adventures_ companionship_ and love.,,,,,
The Magic and the Healing,Fiction_Fantasy_Alternate and Parallel Worlds,"Veterinary student BJ Vaughn_ stunned by her mother's death and the terrible secret it revealed_ is about to give up animal medicine.  Then she is asked to partake in a very special - and mysterious - field expedition by one of her teachers.  The patient is a unicorn_ and the location is somewhere beyond the borders of this world.  The place_ called ""Crossroads"" is a refuge for creatures from many lands_ some much stranger than the unicorn.  BJ's work in Crossroads is complicated by the unanswerable questions in her own life_ and by threatening attacks upon Crossroads itself by an ancient enemy.  In the end_ BJ and her companions must team up with the inhabitants to save the magical place_ and in the process BJ discovers an unexpected solution to her own problem.",,,,,
Under the Healing Sign,Fiction_Fantasy_Alternate and Parallel Worlds,Using the Book of Strangeways_ BJ can travel at will in and out of Crossroads.  But unfortunately_ so can others - including those who threaten to tear this magical place apart.  BJ has brought the enlightenment of science to her adopted world_ teaching her patients new ways to survive and prosper.But now_ as the creatures of Crossroads battle among themselves_ and a sinister outsider brings mistrust and mayhem_ she wonders if that wisdom will be enough to defeat the powers of ill will - and brute force.,,,,,
Rathas Creature,Fiction_Children & Young Adult_Fantasy_Talking Animals_Science Fiction,"Ratha and her kind are the Named_ a band of intelligent wild cats who are relatives of the ancient saber tooth.  They have developed a society based on herding forest animals_ and have laws and leaders.  They live at war with a group of predatory cats_ called the Un-Named_ who lack their intelligence and social organization.  The Un-Named are pushing the Named close to extinction when Ratha tames a power no other animal has ever dared approach - fire.  For her boldness_ she is exiled by the leader of the Clan_ who feels threatened by her power.
(book jacket)",,,,,
Free Rein,Fiction_Children & Young Adult_Horses_Racing,Even as it was actually happening_ Jonathan Meredith kept thinking it couldnt be true:  the swooning Greek sunshine_ that green and gold girl.  But once back in England_ the summer idyll quickly turns into a private nightmare as Jonathan finds he must make life-altering decisions and face up to responsibilities he never dreamed of having.  Unjustly banished from school life_ as well as from home_ the only person he can turn to is his friend_ Peter McNair_ an aspiring jockey.  An expert rider_ Jonathan quickly throws himself into the horseracing world - and in so doing meets the girl who helps him to see what it is that he really wants.,,,,,
Flambards,Fiction_Children & Young Adult_Historical Fiction_Horses,Twelve year old orphan Christina Parsons is sent to live with her uncle Russell and his two sons in the decaying old country house_ Flambards.  There she finds a strange_ brooding household dominated by her crippled uncle_ with his passion for horses_ his sudden rages and callous cruelty.  Her two cousins could not be more different - Mark with a bullying charm and sharing his fathers love of fox-hunting_ and Will who hates anything to do with hunting or horses and yearns only to build and fly aeroplanes.  Ordered to learn to ride by her uncle_ Christina discovers_ to her surprise_ that she enjoys it and finds in her teacher_ the stable-lad Dick_ a sympathetic friend to steer her through the emotional undercurrents and discord which divide the Russell household.,,,,,
Flambards in Summer,Fiction_Children & Young Adult_Historical Fiction_Horses,Widowed during the First World War at the age of 21_ Christina returns to Flambards in the hope of picking up the threads of the life she knew before her marriage.  But the Flambards Christina returns to is not the same.  Uncle Russell and her beloved Will are dead.  The arrogant Mark is now posted as missing and Dick_ the young groom who taught her how to ride_ has long since joined the Cavalry.  Always neglected_ Flambards itself is now nearly decrepit: the paddocks a jungle_ the house buried in ivy_ and_ strangest of all_ the once busy stables empty and desolate.Christina_ filled with terrible memories of the past_ needs distraction_ and she sets herself to the task of creating out of this ruin the gracious house and grounds she used to dream of - and whats harder_ of making it pay as a farm.,,,,,
Flambards Divided,Fiction_Children & Young Adult_Historical Fiction_Horses,The old ivy-covered house of Flambards has seen many changes since Christina first arrived as a girl of twelve.  With the First World War coming to an end_ Christina feels the time has come to leave the past behind and look to the future with Dick _the former groom in the stables.  But the local gentry refuse to accept Dick into their society and when Major Mark Russell returns from the war in France_ Christina finds her feelings divided between these two very different men in her life.,,,,,
Once On a Time,Fairy Tales & Folklore_Original Creations,Two kingdoms are at war_ and while the kings and knights are off to battle very strange events occur.  Gallant Prince Udo_ while journeying to visit Princess Hyacinth_ finds himself transformed into a wildly improbable creature - part rabbit_ part lion_ and part lamb.  Magic - black and downright hilarious - spreads over the land.,,,,,
Vole de Nuit,Fiction_Adventure_Antoine de  Saint-Exupéry,"No writer has equalled Saint-Exupery in describing the perilous and poetic experience of flying_ in submission to what he calls ""those elemental divinities--night_ day_ mountain_ sea and storm."" In this gripping_ beautifully written novel_ he tells about the brave men who pilot night mail planes from Patagonia_ Chile_ and Paraguay to Argentina in the early days of commerical aviation. They are impelled to perform their routine acts of heroism by a steely chief named Riviere_ whose extraordinary character is revealed through the dramatic events of a single night.

Antoine de Saint-Exupery (1900-1944)_ best known as the author of The Little Prince_ was also a pioneer aviator. In 1944 he flew his plane over the Mediterranean on a World War II reconnaissance mission from which he never returned.",,,,,
Always Coming Home,Fiction_Science Fiction_Anthropology/sociology,A rich and complex interweaving of story and fable_ poem_ artwork and music_ Always Coming Home totally immerses the reader in the culture of the Kesh_ a peaceful people of the far future who inhabit a place called the Valley on the Northern Pacific coast.,,,,,
The Compass Rose,Fiction_Science Fiction_Fantasy_Literary Fantasy_Ursula K.  Le Guin,"North to Orsinia and the boundaries between reality and madness...South to discover Antarctica with nine South American women...West to find an enchanted harp and the borderland between life and death...and onward to all points on and off the compass.

Contents:
Nadir
The Author of the Acacia Seeds
The New Atlantis
Schrödinger's Cat
North
Two Delays on the Northern Line
SQ
Small Change
East
The First Report of the Shipwrecked Foreigner to the Kadanh of Derb
The Diary of the Rose
The White Donkey
The Phoenix
Zenith
Intracom
The Eye Altering
Mazes
The Pathways of Desire
West
Gwilan's Harp
Malheur Country
The Water is Wide
South
The Wife's Story
Some Approaches to the Problem of the Shortage of Time
Sur",,,,,
The Wind's Twelve Quarters,Fiction_Fantasy_Science Fiction_Ursula K.  Le Guin,Seventeen spellbinding tales from the supurb weaver of fantasy_ Ursula Le Guin. The creatures of her unqiue genius travel in and out of time, doing battle in worlds that glitter with the blue glint of medieval armor, skulking in the gray dust of a dead planet's lava, and lurking behind trees whose trunks are warmed by a dragon's smoky breath...in a collection that represents the cream of Le Guin's remarkable imagination.,,
Orsinian Tales,Fiction_Historical_European_Ursula K.  Le Guin,The place is Orsinia_ a land of medieval keeps standing guard above walled cities_ and of railways stretching across karsts to vanish in mountains where the old gods still live. A country of harsh realities and gentle dreams whose people feel torn apart by massive forces and fight courageously to remain whole.,,,,,
The Kith of the Elf- Folk,Fairy Tales & Folklore_Original Creations_George Bernard  Shaw_James  Joyce_Oscar  Wilde_William Butler  Yeats_Lord  Dunsany_Paul Vincent  Carroll_Desmond  Clarke_Daniel  Corkery_Eric  Cross_St. John  Ervine_Padraic  Fallon_Arnold  Hill_David  Hogan_Patrick  Kavanagh_Mary  Lavin_Donagh  MacDonagh_Michael  MacGrian_Michael  McLaverty_Bryan  MacMahon_George  Moore_Val  Mulkerns_Pádraic  O'Conaire_Frank  O'Connor_Sean  O'Faolain_Liam  O'Flaherty_Seumas  O'Kelly_Brian  O'Nolan_Jim  Phelan_James  Plunkett_Edward  Sheehy_James  Stephens_Maurice  Walsh_John  Collier_Ursula K.  Le Guin_Selma  Lagerlöf_Lloyd  Alexander_Catherine Lucille (C.L.)  Moore_Patricia A.  McKillip_Joan  Aiken_Barry  Pain_David H.  Keller_George  MacDonald_Sylvia Townsend  Warner_Kenneth  Morris_Evangeline  Walton_Eric  Linklater_Vera  Chapman_L. Frank  Baum_Philip K.  Dick_Johann Wolfgang von  Goethe_Nathaniel  Hawthorne_August  Strindberg_Mark  Twain_Anatole  France_  Voltaire_Stanislaw  Lem_Tanith  Lee_Robin  McKinley_Howard  Pyle_Jane  Yolen_Italo  Calvino_William Makepeace  Thackeray_Rainer Maria  Rilke_Jean-Jacques  Rousseau_Hermann  Hesse_Angela  Carter_James  Thurber_Michael  de Larrabeiti_Laurence  Housman_Erich  Kästner_Johann Karl August  Musäus_Frank R.  Stockton_E. T. A. Hoffmann_Gottfried  Keller_Georg  Kaiser_Mary  de Morgan_Alfred  Döblin_Theodor  Storm_Naomi  Mitchison_Hans Christian  Andersen_Guillaume  Apollinaire_  Apuleius_Ingeborg  Bachmann_Giambattista  Basile_Thomas Crofton  Croker_Marie-Catherine  D'Aulnoy_Charlotte-Rose de Caumont  de la Force_Carl  Ewald_Antoine  Galland_Wilhelm Carl  Grimm_Franz  Hessel_Hugo von  Hofmannsthal_  Janosch_Günter  Kunert_Rosemarie  Künzler_Marie-Jean  L'Héritier_Christoph  Meckel_  Mynona_  Novalis_Charles  Perrault_Henri  Pourrat_Kurt  Schwitters_Giovanni  Straparola_Ludwig  Tieck_Michel  Tournier_Wilhelm Heinrich  Wackenroder_Christoph Martin  Wieland_Robert  Coover_Charles  Dickens_Alison  Lurie_Edith  Nesbit_H. G. Wells_Isaac Bashevis  Singer_Bernard  Malamud_Donald  Barthelme_Louise  Erdrich_Kenneth  Grahame_Robert Louis Stevenson_T.H.  White_Catherine  Sinclair_Jay  Williams_Walter  de la Mare_Lucy Lane  Clifford_John  Ruskin_Carl  Sandburg_Frances  Browne_Juliana Horatia  Ewing_Richard  Hughes_Jeanne  Desy_Richard  Kennedy,A little Wild Thing_ dancing in the marsh at the hour of dusk_ longs for a human soul.,,,,,
So You Want to Be a Wizard,Fiction_Children & Young Adult_Fantasy_Witches & Wizards,When Nita finds the book in the library entitled So You Want to Be a Wizard_ she thinks at first that it must be a joke.  But after she takes the Wizards Oath at the front of the book_ strange things begin to happen.  She finds she can understand the trees - and the trees speak back.  Soon Nita finds herself in an eerie_ alternate Manhattan where the sun doesnt shine because there is none and the helicopters and automobiles are alive and predatory.  She is accompanied by another young wizard named Kit and a white hole with a temporospatial claudication (a fancy way of saying that its mass is elsewhere).  Together they fight the creater of darkness himself_ while they search for a book that will save Manhattan - their Manhattan - from extinction.,,,,,
The Light Princess,Fairy Tales & Folklore_Original Creations_Ursula K.  Le Guin_J. R. R. Tolkien_Lloyd  Alexander_C. S. Lewis_Lord  Dunsany_Peter S.  Beagle_John  Buchan_James Branch  Cabell_George  MacDonald_Frank R.  Stockton_Sylvia Townsend  Warner_H. E. Bates_Ludwig  Tieck_Alexander  Grin_Mark  Van Doren_Selma  Lagerlöf_Isaac Bashevis  Singer_T.H.  White_Joan  Aiken_Kenneth  Morris_Evangeline  Walton_Félix  Martí-Ibáñez_Eric  Linklater_Vera  Chapman_L. Frank  Baum_Charles  Dickens_Philip K.  Dick_Nathaniel  Hawthorne_Alison  Lurie_Edith  Nesbit_H. G. Wells_Oscar  Wilde_Bernard  Malamud_Tanith  Lee_Donald  Barthelme_Louise  Erdrich_Kenneth  Grahame_Robert Louis Stevenson_Howard  Pyle_Jane  Yolen_John  Collier_Angela  Carter_James  Thurber_Catherine  Sinclair_Laurence  Housman_Jay  Williams_Walter  de la Mare_Mary  de Morgan_Lucy Lane  Clifford_John  Ruskin_Carl  Sandburg_Frances  Browne_Juliana Horatia  Ewing_Richard  Hughes_Naomi  Mitchison_Jeanne  Desy_Richard  Kennedy,"The princess at her christening is cursed by a wicked witch with lightness. She floats blissfully about the castle all day long and_ as one can imagine_ gets into all sorts of adventures. Gravity_ weight_ sorrow_ suffering--all of this the princess misses_ but with all of these she misses love_ for what is love without weight_ without falling?
Appears in:
The Fantastic Imagination
The Oxford Book of Modern Fairy Tales
Visions and Imaginings
The Complete Fairy Tales
Published as a single volume with illustrations by Maurice Sandak.",,,,,
The Golden Key,Fairy Tales & Folklore_Original Creations_Ursula K.  Le Guin_Selma  Lagerlöf_Lloyd  Alexander_Lord  Dunsany_Catherine Lucille (C.L.)  Moore_Patricia A.  McKillip_Joan  Aiken_Barry  Pain_David H.  Keller_George  MacDonald_Sylvia Townsend  Warner_Kenneth  Morris_Evangeline  Walton_Eric  Linklater_Vera  Chapman_Charles  Dickens_Edith  Nesbit_Oscar  Wilde_William Butler  Yeats_James M.  Barrie_Kenneth  Grahame_William Makepeace  Thackeray_Robert  Browning_Laurence  Housman_Christina  Rossetti_Mary  de Morgan_John  Ruskin_Henry  Morley_William  Allingham_Dinah Maria Mulock  Craik_Ford Madox  Ford_Lewis  Carroll_M. R. James_Edgar Allan  Poe_Rudyard  Kipling_Emily  Dickinson_Ambrose  Bierce_George Gordon  Byron_E. M. Forster_Nathaniel  Hawthorne_Henry  James_John  Keats_Mary  Shelley_Alfred  Tennyson_Mark  Twain_H. G. Wells_Edith  Wharton_Virginia  Woolf_Algernon  Blackwood_Robert W.  Chambers_Joseph Sheridan  Le Fanu_Robert Louis Stevenson_Washington  Irving_A.E.  Housman_Samuel Taylor  Coleridge_Charlotte Perkins  Gilman_W. W. Jacobs_James  Hogg_Frank R.  Stockton_Walter  de la Mare_Lucy Lane  Clifford_Max  Beerbohm_Juliana Horatia  Ewing_Margaret  Oliphant_William  Austin_Edward  Lear_Richard  Middleton_I. A. Ireland_Roger  Zelazny_Harlan  Ellison_Tanith  Lee_Charles  de Lint_Lucius  Shepard_Michael  Moorcock_Louise  Cooper_James P.  Blaylock_Jack  Vance_Robert E.  Howard_Fritz  Leiber_Clark Ashton  Smith_Abraham  Merritt_Michael  Swanwick_Theodore  Sturgeon_Jack  Womack_Darrell  Schweitzer_Lisa  Goldstein_Theodore R.  Cogswell_James  Cawthorn_L. Frank  Baum_William Hope  Hodgson_Arthur  Machen_John  Buchan_James Branch  Cabell_William  Morris_H. Rider  Haggard_Ludwig  Tieck_E.H.  Knatchbull-Hugessen_Richard  Garnett_Andrew  Lang_Clemence  Housman_Francis  Stevens_E.A.  Wyke-Smith_Austin Tappan  Wright_David  Lindsay,The adventurous wanderings of a boy and girl to find the keyhole which fits the rainbow's golden key.,,,,,
The Romance of Photogen and Nycteris,Fairy Tales & Folklore_Original Creations_Lewis  Carroll_Rudyard  Kipling_Charles  Dickens_Edith  Nesbit_Oscar  Wilde_Kenneth  Grahame_Catherine  Sinclair_George  MacDonald_Laurence  Housman_Mary  de Morgan_Lucy Lane  Clifford_John  Ruskin_Juliana Horatia  Ewing_E.H.  Knatchbull-Hugessen_Andrew  Lang_George  Cruikshank_Alfred  Crowquill_Anne Isabella  Ritchie_Jean  Ingelow_Harriet Louisa  Childe-Pemberton_Mary Louisa  Molesworth_Evelyn  Sharp_L. Frank  Baum_Philip K.  Dick_Johann Wolfgang von  Goethe_Nathaniel  Hawthorne_August  Strindberg_Mark  Twain_William Butler  Yeats_Anatole  France_  Voltaire_Stanislaw  Lem_Tanith  Lee_Lord  Dunsany_Robin  McKinley_Howard  Pyle_Jane  Yolen_Italo  Calvino_William Makepeace  Thackeray_Rainer Maria  Rilke_Jean-Jacques  Rousseau_Hermann  Hesse_Angela  Carter_James  Thurber_Michael  de Larrabeiti_Erich  Kästner_Johann Karl August  Musäus_Frank R.  Stockton_E. T. A. Hoffmann_Gottfried  Keller_Georg  Kaiser_Sylvia Townsend  Warner_Alfred  Döblin_Theodor  Storm_Naomi  Mitchison_Hans Christian  Andersen_Guillaume  Apollinaire_  Apuleius_Ingeborg  Bachmann_Giambattista  Basile_Thomas Crofton  Croker_Marie-Catherine  D'Aulnoy_Charlotte-Rose de Caumont  de la Force_Carl  Ewald_Antoine  Galland_Wilhelm Carl  Grimm_Franz  Hessel_Hugo von  Hofmannsthal_  Janosch_Günter  Kunert_Rosemarie  Künzler_Marie-Jean  L'Héritier_Christoph  Meckel_  Mynona_  Novalis_Charles  Perrault_Henri  Pourrat_Kurt  Schwitters_Giovanni  Straparola_Ludwig  Tieck_Michel  Tournier_Wilhelm Heinrich  Wackenroder_Christoph Martin  Wieland_Robert  Coover,A curse from a witch decrees that a boy will never wake at night nor sleep during the day, while a girl is doomed never to sleep at night nor wake during the day_ until a twist of fate brings them together.,,,,
The Wall Around the World,Fiction_Children & Young Adult_Fantasy_Witches & Wizards_Ursula K.  Le Guin_Greg  Bear_Larry  Niven_L. Sprague  de Camp_Jack  Vance_Robert E.  Howard_Manly Wade  Wellman_Ron  Goulart_John  Jakes_Theodore R.  Cogswell_Roger  Zelazny_Harlan  Ellison_Tanith  Lee_Charles  de Lint_Lord  Dunsany_Lucius  Shepard_Michael  Moorcock_Louise  Cooper_James P.  Blaylock_Fritz  Leiber_Clark Ashton  Smith_Patricia A.  McKillip_Abraham  Merritt_Michael  Swanwick_Theodore  Sturgeon_Jack  Womack_Darrell  Schweitzer_Lisa  Goldstein_George  MacDonald_James  Cawthorn,"The story of a young boy who masters flight in order to escape the world that has entrapped him.

First published in Beyond Fantasy Fiction September 1953

Also appears in:

Beyond the Barriers of Space and Time (Judith Merril_ 1954)
The Wall Around the World_ (Theodore R. Cogswell_ 1962)
Yet More Penguin Science Fiction (Brian W. Aldiss_ 1964)
Worlds of Wonder (Harry Harrison_ 1969)
Blast Off (Harry Harrison_ 1969)
The Penguin Science Fiction Omnibus (Brian W. Aldiss_ 1973)
The Wall Around the World and Other Science Fiction Stories (Susan Morris_ 1979)
Isaac Asimov's Magical Worlds of Fantasy # 1: Wizards (Asimov_ Greenberg and Waugh_ 1983)
The Great SF Stories 15 (Isaac Asimov_ 1986)
The Mammoth Book of Fantasy (Mike Ashley_ 2001)",,,,,
The Nieman Marcus Body,Fiction_Crime and Mystery_Ed  Gorman_Margaret  Maron_Amanda  Cross_Susan  Dunlap_Frances  Fyfield_Jan  Grape_Gillian  Roberts_K.K.  Beck_Sarah  Shankman_Taylor  McCafferty_Carole Nelson  Douglas_Robert  Barnard_M.D.  Lake_Sally  Gunning_Gary  Alexander_Lucretia  Grindle,"The body of a woman who was not well liked is found in a rain barrel at some stables.

Published in Malice Domestic 2.",,,,,
Anna and the Snake People,Fiction_Crime and Mystery_Detective Story and Detectives_Police Procedural_Ed  Gorman_Margaret  Maron_Amanda  Cross_Susan  Dunlap_Frances  Fyfield_Jan  Grape_Gillian  Roberts_K.K.  Beck_Sarah  Shankman_Taylor  McCafferty_Carole Nelson  Douglas_Robert  Barnard_M.D.  Lake_Sally  Gunning_Gary  Alexander_Lucretia  Grindle,"After a woman at a revival is killed_ Anna must solve the murder and once again prove herself competent to the other male detectives.

Originally published in Malice Domestic 2. 

Also appears in Famous Blue Raincoat.",,,,,
Les Orphelins de Simitra,Fiction_Children & Young Adult,It was an earthquake in Greece that made orphans of Mina and her brother_ destroyed their home_ killed their parents_ and left the children alone in the world.  Their father had kept an old shack of a service station_ but Porphyras dreamed of shining rows of petrol pumps with himself in bright uniform as garage hand.  Now even the old shack had gone_ and the orphans were sent to a strange home on the dark_ cold side of Europe.  It was a kind home_ but the children were restless.  Mina disappeared_ and Porphyras stowed away in a long-distance lorry.  Mina had her adventures_ but for Porphyras_ life was just beginning.,,,,,
...That Married Dear Old Dad,Fiction_Crime and Mystery_Suspense_Ed  Gorman_Margaret  Maron_Amanda  Cross_Susan  Dunlap_Frances  Fyfield_Jan  Grape_Gillian  Roberts_K.K.  Beck_Sarah  Shankman_Taylor  McCafferty_Carole Nelson  Douglas_Robert  Barnard_M.D.  Lake_Sally  Gunning_Gary  Alexander_Lucretia  Grindle,"A new bride works very hard to please her husband.

Published in Malice Domestic 2.",,,,,
Parris Green,"Fiction_Crime and Mystery_Detective Story and Detectives_Ed  Gorman_Margaret  Maron_Amanda  Cross_Susan  Dunlap_Frances  Fyfield_Jan  Grape_Gillian  Roberts_K.K.  Beck_Sarah  Shankman_Taylor  McCafferty_Carole Nelson  Douglas_Robert  Barnard_M.D.  Lake_Sally  Gunning_Gary  Alexander_Lucretia  Grindle_Ruth  Rendell_Lawrence  Block_George Alec  Effinger_F. Paul  Wilson_Robert  Bloch_Kristine Kathryn  Rusch_Bill  Pronzini_Billie Sue  Mosiman_Marcia  Muller_Jon L.  Breen_Barbara  Collins_Jeremiah  Healy_Bruce Holland  Rogers_Mat  Coward_Doug  Allyn_Julian  Rathbone_Tony  Hillerman_Joseph  Hansen_Jonathan  Gash_Tim  Heald_Mark  Timlin_Sharyn  McCrumb_Dorothy  Cannell_Joan  Hess_Barbara  D'Amato_Carolyn G.  Hart_Edward D.  Hoch_Simon  Brett_Peter  Robinson_Francis M.  Nevins, Jr.","In 1886 London_ Irene Adler along with Penelope Huxleigh and Oscar Wilde_ at Wilde's request_ go to investigate a mad painter_ Lysander Parris_ who is locked in his studio and busy painting a dead woman_ Phoebe Miller_ the maid.  Irene interviews Amelia Parris_ his wife who sells hat boxes to make ends meet_ Lawrence_ his son_ and Mrs. McCorkle_ the housekeeper. Parris is a master at painting with greens_ hence Parris green. Parris green is a chemical used to keep blues in wallpaper from bleeding.
Originally published in Malice Domestic 2_ ed. Martin H. Greenberg_ 1992.",,,,,
Kims Game,Fiction_Crime and Mystery_Crime/Caper_Ed  Gorman_Margaret  Maron_Amanda  Cross_Susan  Dunlap_Frances  Fyfield_Jan  Grape_Gillian  Roberts_K.K.  Beck_Sarah  Shankman_Taylor  McCafferty_Carole Nelson  Douglas_Robert  Barnard_M.D.  Lake_Sally  Gunning_Gary  Alexander_Lucretia  Grindle_Lawrence  Block_Joyce Carol  Oates_Sara  Paretsky_Liza  Cody_P.D.  James_Eric  Wright_Paul  Bishop_Thomas  Adcock_Winifred  Holtby_Barbara  Steiner_Eric  Weiner_Christianna  Brand_Samuel  Blas_Ann  Carol_Stuart  Dybek_Carol  Ellis_Terry  Mullins_Mauricio-José  Schwarz_Hernando  Téllez_M. E. Kerr_John H.  MaGowan,"After the head councelor at camp is killed_ young Nora quickly fingers the culprit.

Originally published in Malice Domestic 2.

Also appears in Bad Behavior.",,,,,
Arsenic and Old Ideas,Fiction_Crime and Mystery_Detective Story and Detectives_Ed  Gorman_Margaret  Maron_Amanda  Cross_Susan  Dunlap_Frances  Fyfield_Jan  Grape_Gillian  Roberts_K.K.  Beck_Sarah  Shankman_Taylor  McCafferty_Carole Nelson  Douglas_Robert  Barnard_M.D.  Lake_Sally  Gunning_Gary  Alexander_Lucretia  Grindle,"After the husband of a woman in a mystery writer's group is murdered_ Robbie has a feeling that more is going on than meets the eye.

Published in Malice Domestic 2.",,,,,
Cold and Deep,Fiction_Crime and Mystery_Suspense_Ed  Gorman_Margaret  Maron_Amanda  Cross_Susan  Dunlap_Frances  Fyfield_Jan  Grape_Gillian  Roberts_K.K.  Beck_Sarah  Shankman_Taylor  McCafferty_Carole Nelson  Douglas_Robert  Barnard_M.D.  Lake_Sally  Gunning_Gary  Alexander_Lucretia  Grindle_Ruth  Rendell_Donald E.  Westlake_Maxim  Jakubowski_Val  McDermid_Sara  Paretsky_Susan  Kelly_John  Malcolm_Mat  Coward_Michael Z.  Lewin_Ian  Rankin_H. R. F. Keating_David  Williams_Sarah  Caudwell_William G.  Tapply_Bill  James_James  Melville_Celia  Dale_Stephen  Murray_Joan  Lock_Keith  Heller_Bob  Lock_Madelaine  Duke_Robert  Brack,"Roped into helping out with her sister's children at her husband's family Christmas_ Sarah is out of her depth until she makes a gruesome discovery.

Originally published in Malice Domestic 2. 

Also appears in The Guardian and 3rd Culprit.",,,,,
Porridge and Bess,Fiction_Crime and Mystery_Detective Story and Detectives_Max Allan  Collins_Peter  Tremayne_Dana  Stabenow_Judith  Van Gieson_Hazel  Holt_Tamar  Myers_Peter  King_Jeff  Abbott_Lydia  Adamson_Ann  Campbell_JoAnna  Carl_Edie  Claire_Selma  Eichler_John  Lantigua_Sam  McCarver_Andy  Straka_Denise  Swanson_k.j.a.  Wishnia_Matt  Witten_Wayne  Worcester,Published in And the Dying Is Easy.,,,,,
?,Mythology_Retellings_Celtic and Arthurian_Poetry_Epic and Narrative Poetry_Anne Eliot  Crompton,"A New Years feast at King Arthurs court is interrupted by the appearance of a gigantic Green Knight_ resplendent on horseback. He challenges any one of Arthurs men to behead him_ provided that if he survives he can return the blow a year later. Sir Gawain accepts the challenge and decapitates the knight  but the mysterious warrior cheats death and vanishes_ bearing his head with him. The following winter Gawain sets out to find the Knight in the wild Northern lands and to keep his side of the bargain.

One of the great masterpieces of Middle English poetry_ Sir Gawain and the Green Knight magically combines elements of fairy tale and heroic sagas with the pageantry_ chivalry and courtly love of medieval Romance.",,,,,
